p0,lpips_alex,MOS
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q10, 0.496926, 0.683333333333332
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q25, 0.477200, 0.607142857142858
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q50, 0.468385, 0.656976744186047
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt6_decompJPEG_512x512_Q10, 0.648253, 0.869318181818183
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt7_decompJPEG_1024x1024_Q50, 0.468240, 0.65909090909091
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt7_decompJPEG_1440x1440_Q90, 0.460341, 0.686046511627908
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt8_decompJPEG_1440x1440_Q75, 0.383552, 0.55952380952381
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp8_qt7_decompJPEG_2048x2048_Q90, 0.507815, 0.732558139534882
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp9_qt7_decompJPEG_2048x2048_Q25, 0.489273, 0.738636363636363
170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp9_qt9_decompJPEG_512x512_Q50, 0.485890, 0.660714285714285
Ackerbau_BakedUV_simpL1_qp10_qt6_decompJPEG_512x512_Q10, 0.771460, 0.702380952380953
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q25, 0.571385, 0.625
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q75, 0.571116, 0.540697674418605
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q90, 0.572846, 0.575
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_2048x2048_Q75, 0.588399, 0.630681818181817
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_2048x2048_Q90, 0.587078, 0.604651162790698
Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_712x712_Q50, 0.544821, 0.455555555555555
Ackerbau_BakedUV_simpL1_qp10_qt8_decompJPEG_1440x1440_Q90, 0.357152, 0.378048780487805
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_2048x2048_Q75, 0.816013, 0.77840909090909
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q10, 0.744072, 0.66860465116279
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q25, 0.751298, 0.683333333333332
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q50, 0.750613, 0.738372093023255
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q75, 0.746245, 0.74390243902439
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q90, 0.749933, 0.784883720930233
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_712x712_Q50, 0.774161, 0.755681818181817
Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_712x712_Q75, 0.773667, 0.726190476190475
Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_1024x1024_Q50, 0.517440, 0.547619047619047
Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_2048x2048_Q75, 0.552311, 0.577380952380953
Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_512x512_Q50, 0.491807, 0.494318181818183
Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_512x512_Q75, 0.490882, 0.44047619047619
Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_712x712_Q75, 0.505146, 0.477272727272728
Ackerbau_BakedUV_simpL1_qp8_qt8_decompJPEG_712x712_Q50, 0.798866, 0.76219512195122
Ackerbau_BakedUV_simpL1_qp8_qt9_decompJPEG_512x512_Q25, 0.762192, 0.791666666666668
Ackerbau_BakedUV_simpL1_qp9_qt10_decompJPEG_2048x2048_Q25, 0.294095, 0.289772727272728
Ackerbau_BakedUV_simpL1_qp9_qt10_decompJPEG_2048x2048_Q75, 0.280506, 0.3125
Ackerbau_BakedUV_simpL1_qp9_qt10_decompJPEG_2048x2048_Q90, 0.281177, 0.296511627906977
Ackerbau_BakedUV_simpL1_qp9_qt10_decompJPEG_712x712_Q25, 0.372048, 0.383720930232557
Ackerbau_BakedUV_simpL1_qp9_qt10_decompJPEG_712x712_Q90, 0.312940, 0.31111111111111
Ackerbau_BakedUV_simpL1_qp9_qt7_decompJPEG_2048x2048_Q75, 0.723535, 0.74404761904762
Ackerbau_BakedUV_simpL1_qp9_qt9_decompJPEG_1440x1440_Q75, 0.380414, 0.395348837209302
Ackerbau_BakedUV_simpL1_qp9_qt9_decompJPEG_1440x1440_Q90, 0.379518, 0.410714285714285
Ackerbau_BakedUV_simpL1_qp9_qt9_decompJPEG_712x712_Q75, 0.382959, 0.392857142857142
Ackerbau_BakedUV_simpL2_qp11_qt8_decompJPEG_512x512_Q50, 0.292138, 0.295454545454545
Ackerbau_BakedUV_simpL2_qp9_qt10_decompJPEG_712x712_Q90, 0.302894, 0.344444444444445
Ackerbau_BakedUV_simpL2_qp9_qt9_decompJPEG_1024x1024_Q75, 0.359882, 0.43452380952381
Ackerbau_BakedUV_simpL2_qp9_qt9_decompJPEG_1024x1024_Q90, 0.354056, 0.366279069767443
Ackerbau_BakedUV_simpL2_qp9_qt9_decompJPEG_712x712_Q50, 0.384640, 0.395348837209302
Ackerbau_BakedUV_simpL3_qp10_qt8_decompJPEG_512x512_Q75, 0.316383, 0.333333333333332
Ackerbau_BakedUV_simpL3_qp11_qt6_decompJPEG_2048x2048_Q25, 0.818289, 0.732142857142858
Ackerbau_BakedUV_simpL3_qp9_qt10_decompJPEG_712x712_Q90, 0.291038, 0.36046511627907
Ackerbau_BakedUV_simpL3_qp9_qt9_decompJPEG_1440x1440_Q90, 0.344042, 0.40340909090909
Ackerbau_BakedUV_simpL3_qp9_qt9_decompJPEG_2048x2048_Q75, 0.348802, 0.4625
Ackerbau_BakedUV_simpL4_qp8_qt9_decompJPEG_512x512_Q75, 0.654888, 0.72093023255814
Ackerbau_BakedUV_simpL5_qp10_qt8_decompJPEG_712x712_Q25, 0.345822, 0.33888888888889
Ackerbau_BakedUV_simpL5_qp8_qt9_decompJPEG_512x512_Q75, 0.635331, 0.647435897435897
Ackerbau_BakedUV_simpL5_qp8_qt9_decompJPEG_512x512_Q90, 0.632073, 0.779761904761905
Ackerbau_BakedUV_simpL6_qp10_qt8_decompJPEG_2048x2048_Q25, 0.351557, 0.363095238095237
Ackerbau_BakedUV_simpL6_qp11_qt8_decompJPEG_512x512_Q90, 0.289918, 0.34090909090909
Ackerbau_BakedUV_simpL6_qp8_qt10_decompJPEG_712x712_Q90, 0.547382, 0.65909090909091
Ackerbau_BakedUV_simpL6_qp9_qt8_decompJPEG_2048x2048_Q75, 0.453540, 0.505681818181817
Ackerbau_BakedUV_simpL7_qp11_qt7_decompJPEG_2048x2048_Q25, 0.565044, 0.607954545454545
Ackerbau_BakedUV_simpL7_qp9_qt8_decompJPEG_1024x1024_Q50, 0.411961, 0.482954545454545
Ackerbau_BakedUV_simpL8_qp11_qt8_decompJPEG_1024x1024_Q10, 0.365041, 0.378048780487805
Ackerbau_BakedUV_simpL9_qp10_qt8_decompJPEG_512x512_Q90, 0.369894, 0.488095238095237
Ackerbau_BakedUV_simpL9_qp9_qt8_decompJPEG_712x712_Q25, 0.422512, 0.522727272727272
Alnus_japonica_398_250k_simpL1_qp10_qt10_decompJPEG_512x512_Q75, 0.121850, 0.180232558139535
Alnus_japonica_398_250k_simpL1_qp8_qt7_decompJPEG_2048x2048_Q25, 0.305146, 0.202380952380953
Alnus_japonica_398_250k_simpL1_qp9_qt10_decompJPEG_1440x1440_Q10, 0.205774, 0.21111111111111
Alnus_japonica_398_250k_simpL1_qp9_qt10_decompJPEG_2048x2048_Q10, 0.184808, 0.133333333333332
Alnus_japonica_398_250k_simpL2_qp10_qt10_decompJPEG_512x512_Q90, 0.105669, 0.125
Alnus_japonica_398_250k_simpL2_qp8_qt7_decompJPEG_512x512_Q50, 0.292964, 0.226190476190478
Alnus_japonica_398_250k_simpL2_qp9_qt8_decompJPEG_512x512_Q10, 0.334573, 0.255681818181817
Alnus_japonica_398_250k_simpL3_qp10_qt10_decompJPEG_512x512_Q50, 0.169960, 0.19767441860465
Alnus_japonica_398_250k_simpL3_qp11_qt7_decompJPEG_1024x1024_Q90, 0.220098, 0.154761904761905
Alnus_japonica_398_250k_simpL3_qp11_qt7_decompJPEG_512x512_Q75, 0.212645, 0.166666666666667
Alnus_japonica_398_250k_simpL3_qp8_qt10_decompJPEG_512x512_Q90, 0.206335, 0.19047619047619
Alnus_japonica_398_250k_simpL3_qp8_qt7_decompJPEG_712x712_Q50, 0.297844, 0.27840909090909
Alnus_japonica_398_250k_simpL3_qp8_qt9_decompJPEG_512x512_Q50, 0.241020, 0.166666666666667
Alnus_japonica_398_250k_simpL3_qp9_qt9_decompJPEG_1440x1440_Q75, 0.124659, 0.116279069767443
Alnus_japonica_398_250k_simpL4_qp11_qt10_decompJPEG_712x712_Q10, 0.312849, 0.30232558139535
Alnus_japonica_398_250k_simpL5_qp10_qt9_decompJPEG_512x512_Q90, 0.170824, 0.122093023255815
Alnus_japonica_398_250k_simpL5_qp9_qt7_decompJPEG_2048x2048_Q25, 0.268117, 0.196428571428573
Alnus_japonica_398_250k_simpL5_qp9_qt8_decompJPEG_1024x1024_Q90, 0.185495, 0.140243902439025
Alnus_japonica_398_250k_simpL5_qp9_qt8_decompJPEG_512x512_Q90, 0.197750, 0.14375
Alnus_japonica_398_250k_simpL6_qp8_qt8_decompJPEG_1024x1024_Q90, 0.270412, 0.164772727272728
Alnus_japonica_398_250k_simpL7_qp10_qt9_decompJPEG_1024x1024_Q75, 0.217510, 0.125
Alnus_japonica_398_250k_simpL7_qp9_qt9_decompJPEG_2048x2048_Q90, 0.222863, 0.0930232558139525
Alnus_japonica_398_250k_simpL8_qp10_qt10_decompJPEG_712x712_Q90, 0.280528, 0.215116279069768
Alnus_japonica_398_250k_simpL8_qp11_qt8_decompJPEG_712x712_Q50, 0.347055, 0.226744186046512
Alnus_japonica_398_250k_simpL8_qp7_qt6_decompJPEG_1024x1024_Q50, 0.548603, 0.4625
Alnus_japonica_398_250k_simpL8_qp7_qt6_decompJPEG_1024x1024_Q75, 0.547100, 0.428571428571427
Alnus_japonica_398_250k_simpL8_qp7_qt6_decompJPEG_1024x1024_Q90, 0.544151, 0.422222222222222
Alnus_japonica_398_250k_simpL8_qp8_qt8_decompJPEG_712x712_Q90, 0.354124, 0.272727272727272
Alnus_japonica_398_250k_simpL8_qp8_qt9_decompJPEG_2048x2048_Q25, 0.325479, 0.21590909090909
Alnus_japonica_398_250k_simpL8_qp9_qt8_decompJPEG_1440x1440_Q25, 0.340311, 0.238372093023255
Alnus_japonica_398_250k_simpL8_qp9_qt8_decompJPEG_1440x1440_Q90, 0.329092, 0.176136363636362
Alnus_japonica_398_250k_simpL8_qp9_qt8_decompJPEG_2048x2048_Q75, 0.328914, 0.181818181818183
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_1024x1024_Q75, 0.466445, 0.267857142857142
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_1024x1024_Q90, 0.466487, 0.277777777777777
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_1440x1440_Q50, 0.469926, 0.28409090909091
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_1440x1440_Q90, 0.470767, 0.322222222222223
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_2048x2048_Q50, 0.471197, 0.298780487804878
Alnus_japonica_398_250k_simpL9_qp11_qt7_decompJPEG_712x712_Q90, 0.456507, 0.204545454545455
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_2048x2048_Q25, 0.615638, 0.427777777777777
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_2048x2048_Q90, 0.602150, 0.41860465116279
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_512x512_Q75, 0.619117, 0.4
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_512x512_Q90, 0.612218, 0.44186046511628
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_712x712_Q10, 0.705672, 0.448863636363637
Alnus_japonica_398_250k_simpL9_qp7_qt6_decompJPEG_712x712_Q50, 0.609595, 0.392857142857142
Alnus_japonica_398_250k_simpL9_qp8_qt6_decompJPEG_1024x1024_Q75, 0.580024, 0.33139534883721
Alnus_japonica_398_250k_simpL9_qp8_qt6_decompJPEG_2048x2048_Q50, 0.581224, 0.392857142857142
Alnus_japonica_398_250k_simpL9_qp8_qt6_decompJPEG_2048x2048_Q75, 0.577681, 0.392857142857142
Alnus_japonica_398_250k_simpL9_qp8_qt6_decompJPEG_2048x2048_Q90, 0.579622, 0.31547619047619
Alnus_japonica_398_250k_simpL9_qp8_qt6_decompJPEG_712x712_Q90, 0.575220, 0.30232558139535
Alnus_japonica_398_250k_simpL9_qp8_qt7_decompJPEG_1440x1440_Q90, 0.489632, 0.306818181818183
Alnus_japonica_398_250k_simpL9_qp8_qt7_decompJPEG_2048x2048_Q25, 0.495653, 0.273255813953488
Alnus_japonica_398_250k_simpL9_qp8_qt7_decompJPEG_712x712_Q50, 0.495027, 0.207317073170733
Alnus_japonica_398_250k_simpL9_qp9_qt6_decompJPEG_712x712_Q90, 0.573594, 0.348837209302325
Alnus_japonica_398_250k_simpL9_qp9_qt7_decompJPEG_1440x1440_Q90, 0.466589, 0.267045454545455
balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_512x512_Q10, 0.520547, 0.571428571428573
balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_512x512_Q25, 0.428604, 0.5
balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_712x712_Q10, 0.458911, 0.516666666666667
balustervase_BakedUV_simpL1_qp11_qt8_decompJPEG_512x512_Q25, 0.387659, 0.517441860465118
balustervase_BakedUV_simpL1_qp11_qt8_decompJPEG_712x712_Q10, 0.422900, 0.465116279069767
balustervase_BakedUV_simpL1_qp9_qt7_decompJPEG_2048x2048_Q10, 0.664009, 0.819767441860465
balustervase_BakedUV_simpL10_qp10_qt7_decompJPEG_1024x1024_Q90, 0.308182, 0.40909090909091
balustervase_BakedUV_simpL10_qp11_qt10_decompJPEG_1440x1440_Q75, 0.239523, 0.329545454545455
balustervase_BakedUV_simpL10_qp11_qt10_decompJPEG_2048x2048_Q75, 0.212932, 0.36046511627907
balustervase_BakedUV_simpL10_qp11_qt6_decompJPEG_1024x1024_Q50, 0.459624, 0.4
balustervase_BakedUV_simpL10_qp11_qt7_decompJPEG_2048x2048_Q75, 0.306275, 0.36046511627907
balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_1024x1024_Q25, 0.524142, 0.511363636363637
balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10, 0.562778, 0.463414634146343
balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_712x712_Q50, 0.531994, 0.517441860465118
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_1024x1024_Q50, 0.479238, 0.448863636363637
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_1440x1440_Q10, 0.530124, 0.48170731707317
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_2048x2048_Q25, 0.473677, 0.45
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q25, 0.577457, 0.49390243902439
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q50, 0.543986, 0.50609756097561
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q75, 0.516447, 0.43452380952381
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q10, 0.615249, 0.53048780487805
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q25, 0.535780, 0.45625
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q50, 0.508852, 0.431818181818183
balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q75, 0.501771, 0.463414634146343
balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1024x1024_Q75, 0.222925, 0.357954545454545
balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q25, 0.250315, 0.453488372093023
balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q75, 0.238804, 0.383720930232557
balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q90, 0.236831, 0.445121951219512
balustervase_BakedUV_simpL10_qp9_qt7_decompJPEG_1440x1440_Q90, 0.320964, 0.49404761904762
balustervase_BakedUV_simpL10_qp9_qt7_decompJPEG_2048x2048_Q75, 0.302560, 0.416666666666668
balustervase_BakedUV_simpL2_qp10_qt8_decompJPEG_512x512_Q25, 0.425221, 0.50595238095238
balustervase_BakedUV_simpL2_qp11_qt8_decompJPEG_712x712_Q10, 0.425114, 0.488095238095237
balustervase_BakedUV_simpL2_qp8_qt10_decompJPEG_1440x1440_Q90, 0.534085, 0.720238095238095
balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_512x512_Q10, 0.520608, 0.551282051282053
balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_512x512_Q25, 0.428901, 0.546511627906977
balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_712x712_Q10, 0.449077, 0.51111111111111
balustervase_BakedUV_simpL3_qp11_qt8_decompJPEG_512x512_Q25, 0.383775, 0.4625
balustervase_BakedUV_simpL3_qp11_qt8_decompJPEG_512x512_Q50, 0.343206, 0.430232558139535
balustervase_BakedUV_simpL3_qp8_qt10_decompJPEG_512x512_Q50, 0.582520, 0.681818181818183
balustervase_BakedUV_simpL4_qp10_qt6_decompJPEG_512x512_Q25, 0.863357, 0.912790697674418
balustervase_BakedUV_simpL4_qp11_qt8_decompJPEG_712x712_Q10, 0.402651, 0.488372093023255
balustervase_BakedUV_simpL4_qp8_qt10_decompJPEG_512x512_Q25, 0.593523, 0.6875
balustervase_BakedUV_simpL4_qp8_qt9_decompJPEG_712x712_Q50, 0.569389, 0.69767441860465
balustervase_BakedUV_simpL5_qp8_qt7_decompJPEG_512x512_Q10, 0.794518, 0.857954545454545
balustervase_BakedUV_simpL5_qp8_qt8_decompJPEG_512x512_Q75, 0.610910, 0.676136363636363
balustervase_BakedUV_simpL5_qp8_qt9_decompJPEG_1440x1440_Q90, 0.537527, 0.702380952380953
balustervase_BakedUV_simpL6_qp10_qt10_decompJPEG_512x512_Q25, 0.191476, 0.222222222222223
balustervase_BakedUV_simpL6_qp8_qt10_decompJPEG_512x512_Q50, 0.504656, 0.672619047619047
balustervase_BakedUV_simpL6_qp8_qt7_decompJPEG_712x712_Q10, 0.743819, 0.84659090909091
balustervase_BakedUV_simpL8_qp8_qt7_decompJPEG_1440x1440_Q90, 0.579353, 0.829545454545455
balustervase_BakedUV_simpL8_qp8_qt8_decompJPEG_1440x1440_Q25, 0.382512, 0.627906976744185
balustervase_BakedUV_simpL9_qp11_qt7_decompJPEG_2048x2048_Q10, 0.366651, 0.448863636363637
balustervase_BakedUV_simpL9_qp11_qt7_decompJPEG_512x512_Q25, 0.432147, 0.45
balustervase_BakedUV_simpL9_qp7_qt8_decompJPEG_512x512_Q50, 0.604306, 0.854651162790698
balustervase_BakedUV_simpL9_qp8_qt7_decompJPEG_512x512_Q50, 0.481159, 0.625
bike_bakedUV2_simpL1_qp10_qt10_decompJPEG_712x712_Q50, 0.227614, 0.237179487179487
bike_bakedUV2_simpL1_qp10_qt6_decompJPEG_1440x1440_Q75, 0.584105, 0.51875
bike_bakedUV2_simpL1_qp10_qt6_decompJPEG_1440x1440_Q90, 0.583827, 0.55952380952381
bike_bakedUV2_simpL1_qp11_qt10_decompJPEG_1024x1024_Q75, 0.154116, 0.0813953488372099
bike_bakedUV2_simpL1_qp11_qt10_decompJPEG_2048x2048_Q90, 0.130568, 0.0511363636363624
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_1024x1024_Q50, 0.581384, 0.585526315789472
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_1440x1440_Q50, 0.580474, 0.43452380952381
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_1440x1440_Q75, 0.578560, 0.540697674418605
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_1440x1440_Q90, 0.579389, 0.523255813953488
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_512x512_Q75, 0.574080, 0.47093023255814
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_712x712_Q25, 0.584474, 0.544444444444445
bike_bakedUV2_simpL1_qp11_qt6_decompJPEG_712x712_Q75, 0.570619, 0.579545454545455
bike_bakedUV2_simpL1_qp11_qt7_decompJPEG_1440x1440_Q90, 0.321209, 0.31547619047619
